Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
14258,"City of Winnipeg, Water & Waste Department",West End Water Pollution Control Centre (WEWPCC),Winnipeg,Manitoba,Manitoba,R2C5G6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,24587,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation Clarification, Skimming, Activated Sludge, Storage Ponds, Biological Nutrient Removal Nitrogen And Phosphorus, Polishing Ponds","Dessablage, Dégrillage, Sédimentation clarification primaire, Écrémage, Boues activées, Bassins de stockage,Élimination biologique des nutriments nutritifs (azote et phosphore), Polishing Ponds",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Monthly,Mensuel,49.8346,-97.3335,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
23259,Correctional Service Canada,PR REGION - Stony Mountain/Rockwood Institution Wastewater Treatment System,Winnipeg,Manitoba,Manitoba,R3C 3W8,Federal,Fédéral,Federal,Fédéral,379.6,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,Lagoon Facultative,Étangs Facultative,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,50.0668,-97.2108,Verified,Vérifié,Final Discharge Point,Point de rejet final,Roadside Ditch - Not a Water Body,Not Applicable,,,,,decommissioned,hors de service
24837,Cross Lake Band of Indians,Natimek Lagoon - Aerated,Cross Lake,Manitoba,Manitoba,R0B 0J0,Indigenous,Autochtone,Indigenous,Autochtone,1101,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,No volume measuring device,Yes,Oui,Intermittent,Intermittent,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,54.6341,-97.7735,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Other recreational (e.g. boating),Autre contact récréatif (bateau),Natural lake,Lac naturel,operational,opérationnel
24836,Cross Lake Band of Indians,Saggitawak SBR,Cross Lake,Manitoba,Manitoba,R0B 0J0,Indigenous,Autochtone,Indigenous,Autochtone,1101,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,Yes,Oui,Continuous,Continu,Sequencing Batch Reactor,Réacteur séquentiel discontinu,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,54.6498,-97.7814,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Other recreational (e.g. boating),Autre contact récréatif (bateau),Natural lake,Lac naturel,operational,opérationnel
24839,Dakota Plains First Nation,Sequencing Batch Reactor,Portage La Prairie,Manitoba,Manitoba,R1N 3J9,Indigenous,Autochtone,Indigenous,Autochtone,32.6,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,Sequencing Batch Reactor,Réacteur séquentiel discontinu,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,49.7853,-98.4588,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Other,Autre,Other,Autre,operational,opérationnel
12567,DND/ MDN,3 CDSG/BS 3 DIV Edmonton Garrison Shilo,Shilo,Manitoba,Manitoba,R0K 2A0,Federal,Fédéral,Federal,Fédéral,1380,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Intermittent,Intermittent,"Lagoon Anaerobic, Lagoon Facultative, Storage Ponds","Étangs Anaérobie, Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,49.7838,-99.6777,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
24840,Fisher River Cree Nation,Lagoon-Aerated Mechanical c/w Tertiary Treatment and UV Disinfection,Koostatak,Manitoba,Manitoba,R0C 1S0,Indigenous,Autochtone,Indigenous,Autochtone,165,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,51.4513,-97.4067,Verified,Vérifié,Final Discharge Point,Point de rejet final,Lake Winnipeg,,Other,Autre,Natural lake,Lac naturel,operational,opérationnel
24895,Fort Alexander (Sagkeeng) First Nation,Lagoon-Facultative (North Shore),Fort Alexander,Manitoba,Manitoba,R0E 0P0,Indigenous,Autochtone,Indigenous,Autochtone,660.2,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,Lagoon Facultative,Étangs Facultative,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,50.608,-96.2513,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,Other,Autre,Other,Autre,operational,opérationnel
25134,Fort Alexander (Sagkeeng) First Nation,Lagoon-Facultative (South Shore),Fort Alexander,Manitoba,Manitoba,R0E 0P0,Indigenous,Autochtone,Indigenous,Autochtone,660.2,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,Lagoon Facultative,Étangs Facultative,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,50.6088,-96.3163,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,Other,Autre,Other,Autre,operational,opérationnel
24842,Fox Lake Cree Nation,Mechanical - Extended Aeration,Gillam,Manitoba,Manitoba,R0B 0L0,Indigenous,Autochtone,Indigenous,Autochtone,37.2,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,Extended Aeration Activated Sludge,Extended Aeration Boues activées,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,56.5063,-94.1999,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Other,Autre,Natural lake,Lac naturel,operational,opérationnel
24855,Garden Hill First Nation,Sequencing Batch Reactor,Island Lake,Manitoba,Manitoba,R0B 0T0,Indigenous,Autochtone,Indigenous,Autochtone,731.8,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,Sequencing Batch Reactor,Réacteur séquentiel discontinu,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,53.9078,-94.6746,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Other,Autre,Natural lake,Lac naturel,operational,opérationnel
30459,gilbert Plains Municipality,Gilbert Plains Lagoon,Gilbert Plains,Manitoba,Manitoba,R0L0X0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,147,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Intermittent,Intermittent,Lagoon Facultative,Étangs Facultative,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,51.1564,-100.4763,Estimated,Estimé,Final Discharge Point,Point de rejet final,Valley river,Valley River,Other recreational (e.g. boating),Autre contact récréatif (bateau),Other,Autre,operational,opérationnel
25125,God's Lake First Nation,Mainland MMBR Wastewater Treatment System,God's Lake Narrows,Manitoba,Manitoba,R0B 0M0,Indigenous,Autochtone,Indigenous,Autochtone,276.2,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation Clarification, Extended Aeration Activated Sludge, Biological Ammonia Removal Nitrification Only, Biological Nitrogen Removal Nitrification And Denitrification, Biological Phosphorus Removal, Filtration, Disinfection","Dessablage, Dégrillage, Sédimentation clarification primaire,Boues activées par aération prolongée, Élimination biologique de l'ammoniac – Nitrification seulement, Élimination biologique de l'azote – Nitrification et dénitrification, Élimination biologique du phosphore, Filtration, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,54.5538,-94.4552,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
24856,God's Lake First Nation,Westside Sequencing Batch Reactor,God's Lake Narrows,Manitoba,Manitoba,R0B 0M0,Indigenous,Autochtone,Indigenous,Autochtone,276.2,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,Yes,Oui,Continuous,Continu,Sequencing Batch Reactor,Réacteur séquentiel discontinu,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,54.5503,-94.5017,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Sport fishing,Pêche sportive,Natural lake,Lac naturel,operational,opérationnel
25594,Grandview Municipality,Grandview Municipality,Grandview,Manitoba,Manitoba,R0L 0Y0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,250,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,total effluent divided by 365 days,No,Non,Intermittent,Intermittent,"Lagoon Aerobic, Lagoon Anaerobic, Lagoon Facultative, Lagoon Non Aerated","Étangs Aérobie, Étangs Anaérobie, Étangs Facultative, Étangs Non aérée",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,51.186,-100.7077,Verified,Vérifié,Final Discharge Point,Point de rejet final,Valley River,Valley River,Other recreational (e.g. boating),Autre contact récréatif (bateau),Other,Autre,operational,opérationnel
24858,Hollow Water First Nation,Lagoon-Facultative,Wanipigow,Manitoba,Manitoba,R0E 2E0,Indigenous,Autochtone,Indigenous,Autochtone,226.8,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,Lagoon Facultative,Étangs Facultative,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,51.1761,-96.2991,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,Other,Autre,Natural lake,Lac naturel,operational,opérationnel
30457,Keaschell Parks Ltd,Keaschell Parks,Dugald,Manitoba,Manitoba,R0E 0K0,Other,Autre,Other,Autre,18000,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,"Lagoon Non Aerated, Storage Ponds, Other Treatment Type","Étangs Non Aerated, Bassins de stockage, Autres types de traitement","Sun,Wind,Air Temp.",Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Monthly,Mensuel,49.8501,-96.9354,Estimated,Estimé,Final Discharge Point,Point de rejet final,Red River,59 Hwy Ditch,Sport fishing,Pêche sportive,Other,Autre,operational,opérationnel
